TrainingTimesLastYear_55_4_1.5	YearsSinceLastPromotion_56_5_-2.0
TrainingTimesLastYear_55_4_1.5	BusinessTravel_57_5_1.5
BusinessTravel_57_5_1.5	YearsSinceLastPromotion_58_6_-2.0
BusinessTravel_57_5_1.5	YearsSinceLastPromotion_59_6_-2.0
BusinessTravel_60_4_0.5	EducationField_61_5_2.5
BusinessTravel_60_4_0.5	YearsSinceLastPromotion_64_5_-2.0
EducationField_61_5_2.5	YearsSinceLastPromotion_62_6_-2.0
EducationField_61_5_2.5	YearsSinceLastPromotion_63_6_-2.0
EnvironmentSatisfaction_65_3_1.5	Age_66_4_45.0
EnvironmentSatisfaction_65_3_1.5	TrainingTimesLastYear_73_4_0.5
Age_66_4_45.0	HourlyRate_67_5_66.5
Age_66_4_45.0	Age_70_5_55.5
HourlyRate_67_5_66.5	YearsSinceLastPromotion_68_6_-2.0
HourlyRate_67_5_66.5	YearsSinceLastPromotion_69_6_-2.0
Age_70_5_55.5	YearsSinceLastPromotion_71_6_-2.0
Age_70_5_55.5	YearsSinceLastPromotion_72_6_-2.0
TrainingTimesLastYear_73_4_0.5	YearsSinceLastPromotion_74_5_-2.0
TrainingTimesLastYear_73_4_0.5	RelationshipSatisfaction_75_5_3.5
RelationshipSatisfaction_75_5_3.5	YearsSinceLastPromotion_76_6_-2.0
RelationshipSatisfaction_75_5_3.5	YearsSinceLastPromotion_77_6_-2.0
Age_78_2_29.5	Education_79_3_1.5
Age_78_2_29.5	TrainingTimesLastYear_88_3_0.5
Education_79_3_1.5	MonthlyIncome_80_4_4318.0
Education_79_3_1.5	MonthlyIncome_83_4_2372.5
MonthlyIncome_80_4_4318.0	YearsSinceLastPromotion_81_5_-2.0
MonthlyIncome_80_4_4318.0	YearsSinceLastPromotion_82_5_-2.0
MonthlyIncome_83_4_2372.5	YearsSinceLastPromotion_84_5_-2.0
MonthlyIncome_83_4_2372.5	JobInvolvement_85_5_2.5
JobInvolvement_85_5_2.5	YearsSinceLastPromotion_86_6_-2.0
JobInvolvement_85_5_2.5	YearsSinceLastPromotion_87_6_-2.0
TrainingTimesLastYear_88_3_0.5	WorkLifeBalance_89_4_2.5
TrainingTimesLastYear_88_3_0.5	PercentSalaryHike_92_4_22.5
WorkLifeBalance_89_4_2.5	YearsSinceLastPromotion_90_5_-2.0
WorkLifeBalance_89_4_2.5	YearsSinceLastPromotion_91_5_-2.0
PercentSalaryHike_92_4_22.5	TrainingTimesLastYear_93_5_2.5
PercentSalaryHike_92_4_22.5	Education_96_5_3.5
TrainingTimesLastYear_93_5_2.5	YearsSinceLastPromotion_94_6_-2.0
TrainingTimesLastYear_93_5_2.5	YearsSinceLastPromotion_95_6_-2.0
Education_96_5_3.5	YearsSinceLastPromotion_97_6_-2.0
Education_96_5_3.5	YearsSinceLastPromotion_98_6_-2.0
Age_1_1_31.5	Age_3_3_27.5
Age_1_1_31.5	Age_53_2_34.5
Age_1_1_31.5	Age_66_4_45.0
Age_1_1_31.5	Age_70_5_55.5
Age_1_1_31.5	Age_78_2_29.5
Age_3_3_27.5	Age_53_2_34.5
Age_3_3_27.5	Age_66_4_45.0
Age_3_3_27.5	Age_70_5_55.5
Age_3_3_27.5	Age_78_2_29.5
Age_53_2_34.5	Age_66_4_45.0
Age_53_2_34.5	Age_70_5_55.5
Age_53_2_34.5	Age_78_2_29.5
Age_66_4_45.0	Age_70_5_55.5
Age_66_4_45.0	Age_78_2_29.5
Age_70_5_55.5	Age_78_2_29.5
DailyRate_5_5_734.0	DailyRate_14_3_602.0
DailyRate_5_5_734.0	DailyRate_19_5_193.5
DailyRate_14_3_602.0	DailyRate_19_5_193.5
JobRole_9_4_6.5	JobRole_16_5_7.5
HourlyRate_22_4_98.0	HourlyRate_36_5_35.5
HourlyRate_22_4_98.0	HourlyRate_49_5_96.0
HourlyRate_22_4_98.0	HourlyRate_67_5_66.5
HourlyRate_36_5_35.5	HourlyRate_49_5_96.0
HourlyRate_36_5_35.5	HourlyRate_67_5_66.5
HourlyRate_49_5_96.0	HourlyRate_67_5_66.5
MonthlyIncome_23_5_3054.0	MonthlyIncome_80_4_4318.0
MonthlyIncome_23_5_3054.0	MonthlyIncome_83_4_2372.5
MonthlyIncome_80_4_4318.0	MonthlyIncome_83_4_2372.5
TotalWorkingYears_26_5_5.5	TotalWorkingYears_40_4_18.0
Education_29_2_1.5	Education_79_3_1.5
Education_29_2_1.5	Education_96_5_3.5
Education_79_3_1.5	Education_96_5_3.5
RelationshipSatisfaction_30_3_2.5	RelationshipSatisfaction_75_5_3.5
YearsInCurrentRole_32_4_6.5	YearsInCurrentRole_52_1_2.5
MonthlyRate_33_5_16496.5	MonthlyRate_39_3_3753.0
TrainingTimesLastYear_41_5_3.5	TrainingTimesLastYear_55_4_1.5
TrainingTimesLastYear_41_5_3.5	TrainingTimesLastYear_73_4_0.5
TrainingTimesLastYear_41_5_3.5	TrainingTimesLastYear_88_3_0.5
TrainingTimesLastYear_41_5_3.5	TrainingTimesLastYear_93_5_2.5
TrainingTimesLastYear_55_4_1.5	TrainingTimesLastYear_73_4_0.5
TrainingTimesLastYear_55_4_1.5	TrainingTimesLastYear_88_3_0.5
TrainingTimesLastYear_55_4_1.5	TrainingTimesLastYear_93_5_2.5
TrainingTimesLastYear_73_4_0.5	TrainingTimesLastYear_88_3_0.5
TrainingTimesLastYear_73_4_0.5	TrainingTimesLastYear_93_5_2.5
TrainingTimesLastYear_88_3_0.5	TrainingTimesLastYear_93_5_2.5
DistanceFromHome_45_4_25.5	DistanceFromHome_54_3_12.5
EducationField_46_5_3.5	EducationField_61_5_2.5
BusinessTravel_57_5_1.5	BusinessTravel_60_4_0.5
